6.96,0.2257,0.1071
6.98,0.2499,0.1069
7.00,0.2732,0.1067
7.02,0.2955,0.1064
7.04,0.3166,0.1062
7.06,0.3365,0.1059
7.08,0.3551,0.1057
7.10,0.3723,0.1054
7.12,0.3881,0.1051
7.14,0.4024,0.1048
7.16,0.4152,0.1045
7.18,0.4264,0.1042
7.20,0.4359,0.1039
7.22,0.4437,0.1036
7.24,0.4498,0.1033
7.26,0.4542,0.1030
7.28,0.4568,0.1027
7.30,0.4576,0.1024
    [REP 2] start=5.32s  deepest=6.32s  end=7.32s
7.32,0.4567,0.1021
7.34,0.4540,0.1018
7.36,0.4495,0.1016
7.38,0.4433,0.1013
7.40,0.4354,0.1010
7.42,0.4258,0.1008
7.44,0.4145,0.1006
7.46,0.4016,0.1003
7.48,0.3872,0.1001
7.50,0.3713,0.0999
7.52,0.3539,0.0997
7.54,0.3352,0.0996
7.56,0.3151,0.0994
7.58,0.2939,0.0992
7.60,0.2715,0.0991
7.62,0.2480,0.0990
7.64,0.2236,0.0989
7.66,0.1984,0.0988
7.68,0.1724,0.0987
7.70,0.1457,0.0986
7.72,0.1185,0.0986
7.74,0.0909,0.0985
7.76,0.0629,0.0985
7.78,0.0346,0.0985
7.80,0.0063,0.0985
7.82,-0.0221,0.0985
7.84,-0.0503,0.0985
7.86,-0.0784,0.0986
7.88,-0.1061,0.0986
7.90,-0.1333,0.0987
7.92,-0.1601,0.0987
7.94,-0.1862,0.0988
7.96,-0.2115,0.0989
7.98,-0.2360,0.0990
8.00,-0.2595,0.0991
8.02,-0.2819,0.0992
8.04,-0.3033,0.0993
8.06,-0.3234,0.0994
8.08,-0.3423,0.0995
8.10,-0.3598,0.0996
8.12,-0.3758,0.0997
8.14,-0.3903,0.0999
8.16,-0.4033,0.1000
8.18,-0.4147,0.1001
8.20,-0.4244,0.1003
8.22,-0.4325,0.1004
8.24,-0.4388,0.1005
8.26,-0.4434,0.1007
8.28,-0.4462,0.1008
8.30,-0.4472,0.1009
8.32,-0.4465,0.1010
8.34,-0.4439,0.1012
8.36,-0.4396,0.1013
8.38,-0.4336,0.1014
8.40,-0.4258,0.1015
8.42,-0.4164,0.1016
8.44,-0.4053,0.1017
8.46,-0.3926,0.1018
8.48,-0.3783,0.1019
8.50,-0.3625,0.1020
8.52,-0.3453,0.1021
8.54,-0.3267,0.1022
8.56,-0.3068,0.1022
8.58,-0.2857,0.1023
8.60,-0.2634,0.1024
8.62,-0.2401,0.1024
